,Pyruvate,,,,Lactate,,,,Alanine,,,,Glycine,,,,Valine,,,,Leucine,,,,Isoleucine,,,,Succinate 1,,,,Succinate 2,,,,Succinate 3,,,,Succinate 4,,,,Proline,,,,Fumarate 1,,,,Fumarate 2,,,,Fumarate 3,,,,Methionine,,,,Serine,,,,a-kg,,,,Threonine,,,,Phenylalanine,,,,Malate 1,,,,Malate 2,,,,Aspartate,,,,Glutamate,,,,Lysine,,,,Histidine,,,,Histidine,,,,Citrate 1,,,,Citrate 2,,,,Citrate 3,,,,Tyrosine,,,,
LF4_0,54387.0,1023824.0,0.053121434934129304,,137701.0,363420.0,0.3789031974024545,,69658.0,472739.0,0.14734980612980947,,117531.0,447355.0,0.26272423466821654,,26765.0,368010.0,0.0727290019292954,,100015.0,435898.0,0.22944587954062648,,36630.0,395179.0,0.09269217240794678,,46943.0,11650.0,4.029442060085837,,8963.0,29708.0,0.301703244917194,,886899.0,212750.0,4.168737955346651,,93678.0,0.0,Infinity,,1975.0,301870.0,0.0065425514294232615,,135489.0,55224.0,2.453444154715341,,1409861.0,347245.0,4.060133335253207,,165262.0,0.0,Infinity,,32911.0,459408.0,0.07163784696827222,,100059.0,755609.0,0.13242166252651835,,18289.0,429017.0,0.04263001233051371,,36169.0,428027.0,0.08450167863242272,,27447.0,488130.0,0.05622887345584168,,82147.0,39276.0,2.091531724208168,,139647.0,587952.0,0.23751428688056167,,34989.0,497804.0,0.0702866991828109,,124031.0,877107.0,0.14140920092987513,,407153.0,0.0,Infinity,,36833.0,392358.0,0.09387600099908756,,36833.0,392358.0,0.09387600099908756,,264021.0,104806.0,2.5191401255653303,,69029.0,549576.0,0.12560410207141506,,208969.0,0.0,Infinity,,19235.0,385210.0,0.049933802341579916,,
LF4_10,33703.0,924708.0,0.036447181164216164,,105614.0,336736.0,0.31364035921315214,,20835.0,420370.0,0.04956347979161215,,46004.0,405889.0,0.11334133223615324,,6189.0,328125.0,0.018861714285714287,,31076.0,383278.0,0.08107952974081475,,9397.0,352037.0,0.026693216906177476,,48490.0,11881.0,4.08130628734955,,9662.0,26976.0,0.3581702253855279,,815622.0,194706.0,4.188992635049767,,86282.0,0.0,Infinity,,629.0,214288.0,0.0029353020234450834,,279427.0,89601.0,3.1185701052443613,,1447203.0,352070.0,4.110554719231971,,164833.0,0.0,Infinity,,14520.0,414106.0,0.03506348616054827,,21034.0,684293.0,0.030738294853228078,,28620.0,503637.0,0.05682664299882654,,7249.0,402556.0,0.01800743250628484,,5833.0,439127.0,0.013283173205018138,,268891.0,100441.0,2.6771039714857476,,113927.0,541675.0,0.21032353348410024,,118111.0,457357.0,0.25824683999588943,,400433.0,808755.0,0.4951227504003066,,62775.0,0.0,Infinity,,5166.0,468548.0,0.011025551277563878,,5166.0,468548.0,0.011025551277563878,,79635.0,32231.0,2.470757965933418,,30575.0,485318.0,0.0629999299428416,,184785.0,0.0,Infinity,,4565.0,362815.0,0.012582169976434271,,
LF4_5,24510.0,479428.0,0.05112342207797625,,83715.0,173986.0,0.4811594036301771,,14673.0,191899.0,0.07646209724907373,,20349.0,185245.0,0.10984911873464871,,4152.0,157714.0,0.026326134648794654,,18571.0,179938.0,0.10320777156576154,,5881.0,165781.0,0.03547451155440008,,37912.0,9246.0,4.100367726584469,,6132.0,13523.0,0.4534496783258153,,409235.0,97312.0,4.205390907596185,,43113.0,0.0,Infinity,,259.0,86150.0,0.0030063842135809636,,167833.0,50443.0,3.3271811747913485,,671885.0,161566.0,4.1585791565057,,75429.0,0.0,Infinity,,7840.0,189789.0,0.04130903266258845,,13414.0,318750.0,0.04208313725490196,,12756.0,224925.0,0.05671223741247083,,5144.0,199239.0,0.02581823839710097,,4131.0,212482.0,0.01944164682184844,,197617.0,72806.0,2.7142955250940854,,67568.0,272450.0,0.24800146815929527,,93920.0,206930.0,0.453873290484705,,219701.0,369782.0,0.5941365453158888,,38341.0,0.0,Infinity,,2683.0,163348.0,0.016425055709283248,,2683.0,163348.0,0.016425055709283248,,48099.0,19257.0,2.4977410811652905,,17178.0,247048.0,0.06953304620964347,,93922.0,0.0,Infinity,,2989.0,174220.0,0.017156468832510617,,
LF14_0,32628.0,906911.0,0.03597706941474963,,86881.0,366701.0,0.23692599692937844,,55449.0,487116.0,0.11383120242406326,,236805.0,478613.0,0.49477343908335125,,18991.0,371531.0,0.05111551929717843,,0.0,0.0,NaN,,23191.0,397144.0,0.05839443627500353,,454410.0,107798.0,4.215384329950463,,49439.0,34070.0,1.4511006750807163,,877546.0,210517.0,4.168527957362113,,93453.0,0.0,Infinity,,1923.0,316219.0,0.006081228515680589,,31851.0,28766.0,1.1072446638392546,,1550544.0,380664.0,4.073261458924406,,177744.0,0.0,Infinity,,26790.0,458808.0,0.058390437830203486,,80096.0,763637.0,0.10488753164134268,,10161.0,482655.0,0.021052304441060384,,24826.0,409383.0,0.060642479047737695,,24159.0,476834.0,0.05066543073690215,,26849.0,13827.0,1.9417805742388081,,99613.0,559522.0,0.17803232044495124,,24004.0,516297.0,0.046492619558122554,,120911.0,882915.0,0.13694523255353006,,193747.0,0.0,Infinity,,19192.0,326467.0,0.058786952433170885,,19192.0,326467.0,0.058786952433170885,,124150.0,50272.0,2.469565563335455,,40783.0,521089.0,0.0782649413056119,,199647.0,0.0,Infinity,,15140.0,370421.0,0.04087241274117828,,
LF14_10,28387.0,844578.0,0.03361086838634206,,69751.0,337719.0,0.20653561096651357,,24293.0,398818.0,0.06091249642694161,,44775.0,380213.0,0.11776293814256746,,5352.0,324514.0,0.016492354721213878,,0.0,0.0,NaN,,8207.0,349270.0,0.023497580668250924,,358917.0,84671.0,4.238960210697877,,40849.0,32174.0,1.269627649655001,,845415.0,202483.0,4.175239402814063,,105699.0,0.0,Infinity,,1087.0,251897.0,0.004315255838695975,,159787.0,58347.0,2.7385641078375924,,1314369.0,321041.0,4.094084556178183,,149319.0,0.0,Infinity,,13991.0,409501.0,0.03416597273266732,,24650.0,640623.0,0.03847816890745415,,23312.0,451809.0,0.051597024406330995,,6425.0,337582.0,0.019032412865614873,,7827.0,433183.0,0.018068576098323342,,329643.0,123175.0,2.6762167647655772,,137204.0,530593.0,0.258586147951443,,77084.0,389771.0,0.19776740701591447,,656704.0,798510.0,0.8224117418692315,,6378.0,0.0,Infinity,,6691.0,596773.0,0.011211968369882686,,6691.0,596773.0,0.011211968369882686,,82923.0,33157.0,2.5009198660916248,,30117.0,448485.0,0.06715274758353122,,171119.0,0.0,Infinity,,4785.0,343357.0,0.013935932571638266,,
LF14_5,43322.0,1166832.0,0.0371278813059635,,98094.0,469790.0,0.20880393367249198,,39271.0,610746.0,0.06430005272240834,,103670.0,574982.0,0.1803012963884087,,8934.0,467882.0,0.019094558029588656,,0.0,0.0,NaN,,15398.0,505781.0,0.030444006398026024,,483543.0,114923.0,4.207538960869452,,54193.0,42525.0,1.2743797766019989,,1157729.0,279201.0,4.146578987897608,,123196.0,0.0,Infinity,,1651.0,352852.0,0.004679015564599322,,238263.0,84749.0,2.8113960046726216,,1943522.0,475511.0,4.087228266012773,,220123.0,0.0,Infinity,,22011.0,597830.0,0.036818159008413766,,43925.0,941965.0,0.04663124426066786,,16037.0,720216.0,0.022266931031801572,,10779.0,518033.0,0.020807554731069256,,11851.0,627720.0,0.018879436691518512,,385911.0,143884.0,2.6820980790080897,,162782.0,744694.0,0.2185891117693979,,173163.0,607048.0,0.2852542138348203,,546844.0,1135675.0,0.4815145177977855,,12294.0,0.0,Infinity,,11847.0,859891.0,0.013777327591520321,,11847.0,859891.0,0.013777327591520321,,143175.0,56390.0,2.539014009576166,,46699.0,666380.0,0.0700786338125394,,253207.0,0.0,Infinity,,7186.0,486721.0,0.014764105103334355,,
LF5_0,26203.0,732375.0,0.03577811913295784,,60404.0,261821.0,0.23070723891513667,,46949.0,327269.0,0.14345691159260424,,50198.0,331535.0,0.15141086159832295,,11586.0,261534.0,0.04430016747344514,,0.0,0.0,NaN,,14585.0,276998.0,0.05265380977479982,,87544.0,21143.0,4.140566617793123,,12055.0,21547.0,0.5594746368403954,,628424.0,149787.0,4.195450873573808,,66048.0,0.0,Infinity,,1040.0,227298.0,0.004575491205377962,,29287.0,24696.0,1.185900550696469,,1049374.0,256883.0,4.085027035654364,,122338.0,0.0,Infinity,,22444.0,310806.0,0.07221224815479753,,53351.0,525204.0,0.10158148071987266,,6412.0,210518.0,0.03045820309902241,,18615.0,306876.0,0.060659680131388574,,17804.0,334729.0,0.0531892964159066,,24217.0,12022.0,2.014390284478456,,82630.0,385155.0,0.21453700458257066,,10781.0,319277.0,0.03376691712838695,,73767.0,581031.0,0.12695880254237726,,98421.0,0.0,Infinity,,10040.0,151068.0,0.06646013715677708,,10040.0,151068.0,0.06646013715677708,,135876.0,54352.0,2.499926405652046,,38049.0,373378.0,0.10190477210762283,,142673.0,0.0,Infinity,,10660.0,265128.0,0.04020699435744244,,
LF5_10,34156.0,1065784.0,0.03204776952928548,,79060.0,410057.0,0.19280246404768117,,37349.0,516654.0,0.07229015937164911,,29804.0,462051.0,0.0645037019722931,,10197.0,388061.0,0.026276796689180308,,0.0,0.0,NaN,,13851.0,413440.0,0.03350183823529412,,127198.0,31063.0,4.0948395196858,,22100.0,35818.0,0.6170082081634932,,971513.0,230985.0,4.205957096781177,,102693.0,0.0,Infinity,,832.0,255728.0,0.0032534567978477133,,209645.0,75930.0,2.7610298959568023,,1374016.0,337312.0,4.073427568541884,,160076.0,0.0,Infinity,,17749.0,468126.0,0.0379150057890397,,43262.0,753825.0,0.05738997777998872,,184099.0,172150.0,1.0694103979088005,,13859.0,449258.0,0.030848643763717064,,10235.0,491638.0,0.02081816295729785,,585340.0,216346.0,2.7055734795189186,,200683.0,608929.0,0.3295671580759005,,36484.0,331845.0,0.1099428950262924,,1164174.0,836390.0,1.391903298700367,,5784.0,0.0,Infinity,,6785.0,443034.0,0.01531485168181223,,6785.0,443034.0,0.01531485168181223,,89961.0,36149.0,2.4886165592409197,,38842.0,470759.0,0.08250930943433901,,179275.0,0.0,Infinity,,6392.0,393642.0,0.01623810467378989,,
LF5_5,17792.0,465659.0,0.03820821674229426,,58508.0,184721.0,0.3167371332983256,,15404.0,206000.0,0.07477669902912622,,16201.0,196533.0,0.08243399327339429,,4579.0,167892.0,0.027273485335811115,,0.0,0.0,NaN,,7829.0,176815.0,0.0442779175974889,,65946.0,16074.0,4.102650242627846,,9467.0,15430.0,0.6135450421257291,,446992.0,106672.0,4.190340482975851,,47278.0,0.0,Infinity,,685.0,127451.0,0.005374614557751607,,107952.0,37707.0,2.86291669981701,,696267.0,168589.0,4.129966961071007,,79013.0,0.0,Infinity,,9682.0,203359.0,0.04761038360731514,,24091.0,332569.0,0.07243910286286455,,10047.0,155683.0,0.06453498455194209,,6292.0,189836.0,0.03314439832276281,,6219.0,229536.0,0.02709378920953576,,140208.0,51900.0,2.7015028901734106,,56884.0,267100.0,0.21296892549606888,,51702.0,185415.0,0.27884475366070705,,195019.0,373864.0,0.5216308604198319,,4716.0,0.0,Infinity,,1691.0,106015.0,0.015950573032118096,,1691.0,106015.0,0.015950573032118096,,43646.0,17195.0,2.5382960162838035,,13834.0,195929.0,0.07060720975455395,,74131.0,0.0,Infinity,,3788.0,186363.0,0.020325923064127536,,
LF15_0,18144.0,766259.0,0.023678677836084145,,68635.0,314546.0,0.21820337883807137,,40314.0,420209.0,0.09593797372259995,,61564.0,409515.0,0.15033393160201702,,14722.0,323273.0,0.04554045651817504,,54443.0,380101.0,0.143232982812463,,16157.0,344843.0,0.04685320566170692,,41915.0,10606.0,3.9520082971902695,,8163.0,24895.0,0.3278971681060454,,768318.0,184511.0,4.164076938502311,,80859.0,0.0,Infinity,,2362.0,280437.0,0.00842256906185703,,26584.0,29074.0,0.914356469698012,,1511374.0,370769.0,4.076322454142606,,175665.0,0.0,Infinity,,19540.0,380608.0,0.05133891037497898,,60039.0,647451.0,0.09273134183127371,,5824.0,408047.0,0.014272865625773502,,14750.0,287615.0,0.05128383429237001,,16622.0,409432.0,0.04059770609038864,,10667.0,6156.0,1.7327810266406758,,65390.0,471928.0,0.1385592717533183,,20247.0,452268.0,0.044767704104645915,,81000.0,731103.0,0.11079150270208164,,192786.0,0.0,Infinity,,17630.0,313429.0,0.05624878361606616,,17630.0,313429.0,0.05624878361606616,,112660.0,45160.0,2.494685562444641,,36813.0,503765.0,0.07307573968020803,,192247.0,0.0,Infinity,,10399.0,318697.0,0.032629739219383926,,
LF15_10,28920.0,917270.0,0.03152833952925529,,68721.0,377763.0,0.18191564552378078,,29004.0,486928.0,0.05956527453750862,,16696.0,444881.0,0.03752913700517666,,6975.0,372294.0,0.018735193153797805,,32672.0,434031.0,0.07527572915298676,,7322.0,400352.0,0.018288905762928624,,104105.0,25717.0,4.048100478282848,,19073.0,32943.0,0.578969735603922,,930504.0,225129.0,4.133203629918847,,99427.0,0.0,Infinity,,1049.0,300674.0,0.003488828432122498,,311725.0,101589.0,3.0684916674049356,,1559831.0,380418.0,4.100308082162253,,179479.0,0.0,Infinity,,12741.0,457656.0,0.027839687450836436,,29955.0,722855.0,0.04143984616555187,,158519.0,290405.0,0.545854926740242,,6941.0,310224.0,0.02237415544896591,,5694.0,484151.0,0.01176079363669599,,698562.0,253764.0,2.7528018158604057,,213583.0,591187.0,0.3612782419099202,,67347.0,365431.0,0.18429470953476854,,1539792.0,864393.0,1.7813563969166804,,5690.0,0.0,Infinity,,7424.0,685403.0,0.010831583754375164,,7424.0,685403.0,0.010831583754375164,,84800.0,33907.0,2.500958504143687,,32608.0,525780.0,0.06201833466468865,,200170.0,0.0,Infinity,,4360.0,387073.0,0.011264025132210203,,
LF15_5,34854.0,912985.0,0.03817587364524061,,69374.0,376789.0,0.1841189631332125,,22945.0,495981.0,0.04626185277258605,,53403.0,462402.0,0.11549041742899036,,5934.0,373865.0,0.015872039372500767,,26209.0,434900.0,0.060264428604276846,,6706.0,402333.0,0.016667785143152564,,120660.0,30072.0,4.012370311252993,,20558.0,33157.0,0.6200199052990318,,944042.0,227904.0,4.142279205279416,,99853.0,0.0,Infinity,,764.0,298909.0,0.00255596184792027,,249887.0,86316.0,2.895025256035961,,1583045.0,389657.0,4.062662803439949,,183984.0,0.0,Infinity,,12655.0,458726.0,0.02758727432061841,,22520.0,749849.0,0.030032713252934926,,51513.0,443510.0,0.11614845212058353,,5222.0,310640.0,0.016810455833118722,,5451.0,493633.0,0.011042616680813478,,450914.0,167235.0,2.6962896522857056,,159490.0,586311.0,0.27202286840942774,,88422.0,433509.0,0.2039680837076047,,855885.0,881121.0,0.9713592117314194,,7923.0,0.0,Infinity,,7038.0,671500.0,0.010481012658227849,,7038.0,671500.0,0.010481012658227849,,79735.0,32022.0,2.4900068702766847,,30305.0,485748.0,0.06238831657567298,,184934.0,0.0,Infinity,,3830.0,382929.0,0.010001854129616718,,
LF6_0,24290.0,632422.0,0.038407898523454276,,48359.0,250312.0,0.19319489277381827,,30644.0,291464.0,0.10513819888562567,,65366.0,296072.0,0.22077737847550596,,9556.0,240364.0,0.039756369506248855,,47646.0,277494.0,0.1717010097515622,,11093.0,251754.0,0.04406285500925507,,46245.0,11706.0,3.950538185545874,,7923.0,20309.0,0.390122605741297,,592923.0,141743.0,4.183084878971096,,63305.0,0.0,Infinity,,716.0,189068.0,0.0037869972708231957,,32302.0,24402.0,1.3237439554134907,,1004048.0,247297.0,4.06008968972531,,117040.0,0.0,Infinity,,14277.0,278024.0,0.051351681869191146,,33488.0,465928.0,0.07187376590374478,,6627.0,222409.0,0.029796456078665882,,8126.0,178787.0,0.04545073187647872,,9784.0,304954.0,0.032083527351666155,,28824.0,14540.0,1.9823933975240715,,77883.0,361779.0,0.2152778353635783,,8955.0,290200.0,0.03085802894555479,,54922.0,512014.0,0.10726659817895605,,219560.0,0.0,Infinity,,5220.0,100192.0,0.05209996806132226,,180.0,0.0,Infinity,,144275.0,57639.0,2.5030795121358804,,39201.0,345723.0,0.11338846417507657,,131057.0,0.0,Infinity,,6255.0,224841.0,0.027819659225852937,,
LF6_10,27277.0,1056924.0,0.02580791050255269,,71760.0,437279.0,0.1641057539923024,,27447.0,562241.0,0.04881714424953001,,232221.0,525521.0,0.44188719385143505,,8513.0,427776.0,0.019900602184320767,,46083.0,489887.0,0.0940686321539457,,10979.0,458380.0,0.023951743095248484,,111303.0,27635.0,4.027609914962909,,21551.0,37900.0,0.5686279683377309,,1059196.0,256743.0,4.125510724732514,,114679.0,0.0,Infinity,,974.0,352167.0,0.0027657333026660648,,184843.0,72977.0,2.5328939254833713,,1628120.0,398835.0,4.082189376559229,,189983.0,0.0,Infinity,,16291.0,511961.0,0.03182078322372212,,29436.0,818998.0,0.03594147971057316,,89828.0,323894.0,0.2773376475019605,,7019.0,353697.0,0.01984466930734499,,7167.0,542632.0,0.013207846201477243,,379771.0,142544.0,2.664237007520485,,161978.0,632030.0,0.25628213850608356,,27987.0,418083.0,0.06694125329181048,,946056.0,939379.0,1.007107887231884,,7158.0,0.0,Infinity,,537.0,0.0,Infinity,,6752.0,657653.0,0.010266812437562058,,114176.0,45123.0,2.530328213992864,,37161.0,491911.0,0.07554415331228617,,187449.0,0.0,Infinity,,4973.0,431121.0,0.01153504468583066,,
LF6_5,41051.0,948324.0,0.04328794800089421,,63325.0,392968.0,0.1611454367785672,,29670.0,511373.0,0.05802027091770586,,443079.0,491274.0,0.9018979225442421,,9181.0,393470.0,0.02333341804966071,,38672.0,455192.0,0.08495755637181673,,11761.0,424102.0,0.027731536281366275,,124802.0,31159.0,4.005327513719952,,21961.0,34102.0,0.6439798252301918,,976985.0,235356.0,4.151094512143306,,104874.0,0.0,Infinity,,1347.0,332736.0,0.004048254472013848,,297042.0,99372.0,2.989192126554764,,1761755.0,429379.0,4.103030190111766,,201680.0,0.0,Infinity,,16118.0,477241.0,0.03377329273888874,,30950.0,740503.0,0.04179591439872627,,42613.0,417862.0,0.10197864366704797,,6138.0,257126.0,0.0238715649136999,,8083.0,515836.0,0.015669708977271848,,446548.0,163413.0,2.73263449052401,,146590.0,587894.0,0.24934767151901532,,104807.0,423642.0,0.24739520632987286,,926743.0,878609.0,1.05478432385737,,10597.0,0.0,Infinity,,7360.0,603604.0,0.01219342482819862,,7360.0,603604.0,0.01219342482819862,,96336.0,37937.0,2.5393678994121833,,32333.0,496121.0,0.06517160128275158,,187256.0,0.0,Infinity,,5021.0,396286.0,0.012670142270986106,,
LF17_0,23956.0,841281.0,0.028475622295047673,,61557.0,351546.0,0.1751036848662764,,59618.0,468847.0,0.1271587532819875,,225755.0,461804.0,0.4888545789988826,,15664.0,356516.0,0.04393631702363989,,90211.0,418578.0,0.21551777685401527,,19152.0,378774.0,0.05056313263317968,,29841.0,8143.0,3.6646199189487905,,7297.0,27114.0,0.2691229623072951,,841161.0,203037.0,4.1428951373395,,89517.0,0.0,Infinity,,1269.0,301879.0,0.004203671007257875,,34096.0,30895.0,1.1036089982197768,,1507298.0,371473.0,4.057624645667383,,174964.0,0.0,Infinity,,26790.0,414872.0,0.06457413370871015,,70655.0,713190.0,0.09906897180274542,,9996.0,452612.0,0.022085141357277314,,17368.0,303857.0,0.057158465988935585,,21653.0,442427.0,0.0489414072830094,,28919.0,14306.0,2.021459527470991,,109746.0,535557.0,0.20491936432536592,,19339.0,469992.0,0.041147508893768406,,109382.0,772208.0,0.14164836417131135,,277347.0,0.0,Infinity,,20661.0,411157.0,0.05025087740206296,,20661.0,411157.0,0.05025087740206296,,172826.0,69314.0,2.4933779611622473,,51694.0,566324.0,0.09127990337686553,,217239.0,0.0,Infinity,,12237.0,320168.0,0.03822055920641663,,
LF17_10,16905.0,511558.0,0.03304610620887563,,41816.0,214365.0,0.1950691577449677,,16960.0,265405.0,0.06390233793636141,,73937.0,246482.0,0.29996916610543567,,3438.0,211324.0,0.01626885729969147,,23609.0,245218.0,0.09627759789248751,,5918.0,227247.0,0.026042147971150335,,47500.0,12202.0,3.892804458285527,,8696.0,18178.0,0.4783804598965783,,535907.0,127986.0,4.187231415936118,,57515.0,0.0,Infinity,,849.0,169964.0,0.004995175448918594,,136072.0,48423.0,2.8100695950271564,,924739.0,226314.0,4.0860883551172265,,106741.0,0.0,Infinity,,9202.0,261678.0,0.03516535589541345,,16316.0,416938.0,0.039132916644680986,,21528.0,272795.0,0.07891640242673069,,3461.0,167678.0,0.020640751917365426,,5373.0,282626.0,0.01901098978862525,,286563.0,105934.0,2.7051088413540505,,93740.0,340187.0,0.2755543274728311,,52488.0,247063.0,0.21244783719132368,,636187.0,498676.0,1.2757521918038968,,7242.0,0.0,Infinity,,4573.0,385699.0,0.011856395790499845,,4573.0,385699.0,0.011856395790499845,,47710.0,19209.0,2.4837315841532615,,18221.0,279266.0,0.06524603782773414,,106010.0,0.0,Infinity,,3233.0,227357.0,0.014219927250975338,,
LF17_5,13842.0,419939.0,0.03296193018509831,,25954.0,171996.0,0.15089885811297937,,11781.0,181996.0,0.06473219191630586,,13234.0,169014.0,0.07830120581726957,,2982.0,141215.0,0.02111673689055695,,17679.0,162080.0,0.10907576505429417,,4523.0,150945.0,0.029964556626585842,,27170.0,6692.0,4.060071727435744,,4940.0,12647.0,0.39060646793706016,,405482.0,95887.0,4.228748422622462,,43360.0,0.0,Infinity,,414.0,110898.0,0.0037331602012660283,,122844.0,40236.0,3.053086787951089,,762424.0,184003.0,4.1435411379162295,,85410.0,0.0,Infinity,,6535.0,165688.0,0.03944160108155087,,14364.0,285598.0,0.05029446984922863,,16111.0,211249.0,0.07626544977727705,,4557.0,175585.0,0.025953242019534698,,4392.0,189173.0,0.023216843841351566,,244203.0,87783.0,2.781893988585489,,68573.0,262520.0,0.2612105744324242,,47739.0,169244.0,0.2820720380043015,,451964.0,321501.0,1.4057934500981335,,5711.0,0.0,Infinity,,2148.0,132358.0,0.016228713035857295,,2148.0,132358.0,0.016228713035857295,,44467.0,17520.0,2.538070776255708,,14814.0,221141.0,0.066988934661596,,83369.0,0.0,Infinity,,2466.0,142514.0,0.017303563158707215,,
LF18_0,21076.0,713216.0,0.029550655061019383,,82977.0,297021.0,0.2793640853677013,,44499.0,424268.0,0.10488417698247335,,78505.0,415575.0,0.18890693617277265,,9919.0,324848.0,0.030534280648180073,,60487.0,382190.0,0.1582642141343311,,12012.0,346542.0,0.034662465155738696,,29412.0,7743.0,3.7985277024409143,,6668.0,22892.0,0.29128079678490304,,730032.0,176194.0,4.143341998024904,,78013.0,0.0,Infinity,,1054.0,281203.0,0.0037481819184005862,,28665.0,26198.0,1.0941674937018093,,1333772.0,326967.0,4.0792251205779175,,154220.0,0.0,Infinity,,23490.0,384514.0,0.06109010335124339,,51528.0,652835.0,0.07892959170387617,,7185.0,415811.0,0.01727948515070549,,13181.0,316869.0,0.041597631828926146,,15179.0,410952.0,0.03693618719461154,,25088.0,11847.0,2.117666919895332,,86590.0,468275.0,0.18491271154770167,,14919.0,444511.0,0.03356272398208368,,77546.0,729588.0,0.1062873841126773,,210686.0,0.0,Infinity,,19612.0,470583.0,0.04167596364509555,,19612.0,470583.0,0.04167596364509555,,123594.0,50239.0,2.4601206234200523,,39536.0,482951.0,0.08186337744408853,,185247.0,0.0,Infinity,,8683.0,312639.0,0.027773246459974605,,
LF18_10,18925.0,732187.0,0.0258472220894389,,63027.0,304192.0,0.2071947980223017,,23888.0,424873.0,0.05622385983576269,,45918.0,396148.0,0.11591122509769076,,5598.0,324892.0,0.01723034115952378,,37200.0,378388.0,0.09831178578601858,,10883.0,350350.0,0.03106322249179392,,61334.0,15533.0,3.9486255069851284,,11465.0,24546.0,0.4670822129878595,,763507.0,183672.0,4.156904699682042,,83017.0,0.0,Infinity,,1159.0,268066.0,0.004323562107839114,,253605.0,81036.0,3.129535021471938,,1408550.0,341870.0,4.120133384034867,,157892.0,0.0,Infinity,,17557.0,400140.0,0.04387714299995002,,25986.0,634955.0,0.04092573489459883,,43771.0,438539.0,0.09981096322105902,,6011.0,272878.0,0.022028159104068485,,7945.0,423341.0,0.01876737665380863,,440156.0,159364.0,2.7619537662207274,,128973.0,481960.0,0.2676010457299361,,94921.0,385280.0,0.2463688745847176,,1052711.0,763900.0,1.378074355282105,,8023.0,0.0,Infinity,,7830.0,675036.0,0.011599381366327129,,7830.0,675036.0,0.011599381366327129,,83256.0,32731.0,2.543643640585378,,27669.0,408685.0,0.06770250926752878,,154877.0,0.0,Infinity,,4757.0,340428.0,0.013973586191500112,,
LF18_5,17342.0,708237.0,0.024486153646307664,,67278.0,297275.0,0.22631570095029854,,24986.0,406740.0,0.061429906082509714,,133029.0,373560.0,0.35611146803726307,,6025.0,310523.0,0.019402749554783383,,36723.0,355197.0,0.10338769753122914,,10941.0,333347.0,0.0328216543121732,,64710.0,16374.0,3.9519970685232684,,12048.0,24599.0,0.4897760071547624,,741838.0,178635.0,4.152814398074286,,80002.0,0.0,Infinity,,1237.0,246445.0,0.0050193755198928765,,217167.0,69232.0,3.1368009013173097,,1159936.0,281946.0,4.114036021082051,,130928.0,0.0,Infinity,,16797.0,380134.0,0.04418704982979686,,28187.0,603586.0,0.04669922761628003,,54515.0,406216.0,0.13420200090592196,,6361.0,251178.0,0.02532467015423325,,7562.0,405971.0,0.018626946259708205,,450138.0,162874.0,2.7637191939781673,,131938.0,469630.0,0.28094031471584013,,92385.0,343211.0,0.26917843542310704,,998991.0,721555.0,1.3844973702628351,,10212.0,0.0,Infinity,,8410.0,635655.0,0.013230447333852483,,8410.0,635655.0,0.013230447333852483,,85293.0,33497.0,2.5462877272591578,,26643.0,365020.0,0.07299052106733878,,138864.0,0.0,Infinity,,4750.0,323221.0,0.014695827313200566,,
